d,l,p,m,t,c
0.00775,1.008,6960.0,500.0,51.75,2040.0
0.00607,0.79,17700.0,4975.0,322.17,2802.0
0.008,0.393,2630.0,4878.0,148.15,7567.0
0.00805,1.0,9800.0,2014.0,279.86,1907.0
0.00801,6.0,6770.0,501.0,140.09,350.0
0.008,3.49,14710.0,999.0,119.7,793.0
0.01001,3.0,15690.0,1487.0,242.38,964.0
0.0102,3.658,6893.0,2806.9,166.47,1927.5
0.0128,1.93,10343.0,2725.6,213.35,2533.1
0.0104,3.8,9810.0,1686.1,198.68,1115.0
0.01,2.0,981.0,1286.0,36.04,2205.0
0.00798,6.0,18000.0,2527.4,346.3,402.0
0.0141,0.991,11029.0,2712.0,301.5,1936.9
0.0082,5.37,14710.0,1505.0,219.22,587.0
0.01001,3.0,7000.0,2156.0,263.83,1272.0
0.00801,1.002,13830.0,998.0,106.63,2350.0
0.00801,3.0,9810.0,4000.0,214.07,1743.0
0.00799,3.0,13730.0,1001.0,244.78,631.0
0.008,2.5,2985.0,2012.0,206.04,1563.0
0.00803,6.0,18040.0,1002.0,49.51,580.0
0.0051,2.6,9810.0,4416.7,175.01,1770.0
0.00805,1.0,11760.0,1005.0,300.77,1279.0
0.006,1.65,510.0,150.0,29.79,296.0
0.00801,1.0,9810.0,2000.0,85.99,3970.0
0.01,4.966,9800.0,3021.0,207.31,1285.0
0.0128,0.914,7030.0,1898.0,210.83,3259.0
0.00999,0.6,736.0,256.0,41.36,1991.0
0.01001,3.0,12000.0,4127.0,229.19,2098.0
0.00558,2.007,7070.0,1012.0,253.0,1040.0
0.008,2.44,12750.0,1595.0,105.7,1657.0
0.00581,1.0,11760.0,3353.0,218.54,2944.0
0.00578,2.0,5880.0,1493.0,140.32,1687.0
0.0108,5.8,13720.0,1984.0,316.99,454.0
0.008,5.03,9800.0,1001.0,167.3,585.0
0.01,0.35,1970.0,1909.9,19.0,8000.0
0.00578,3.0,13720.0,1493.0,98.69,1002.0
0.00805,10.94,13720.0,1016.0,137.8,267.0
0.00801,3.0,13730.0,4019.0,275.45,1499.0
0.01,4.966,18000.0,4615.0,335.65,1104.0
0.01,2.0,3040.0,2635.0,41.82,3983.0
0.00585,4.0,19610.0,1499.0,240.4,540.0
0.00811,2.0,7030.0,2507.0,276.5,1562.0
0.008,1.4,2991.0,2001.0,177.15,2660.0
0.0051,2.6,9810.0,3944.4,157.66,1758.0
0.01,4.966,7000.0,4277.0,267.02,1302.0
0.00802,1.595,7840.0,2695.0,260.22,1960.0
0.008,2.44,9800.0,1579.0,279.86,920.0
0.00581,1.0,13720.0,1499.0,260.19,1424.0
0.00782,0.25,14710.0,1990.0,218.34,5398.0
0.00545,2.511,9580.0,7025.5,257.85,2144.4
0.00781,3.0,17460.0,4032.0,326.12,1285.0
0.00801,1.0,9810.0,1000.0,198.9,2090.0
0.0082,5.34,15700.0,1011.1,61.07,652.0
0.00798,1.65,17650.0,2744.0,319.14,1477.0
0.0107,4.0,7850.0,1008.3,220.64,860.0
0.01,1.0,15690.0,1189.0,118.96,3050.0
0.0082,6.0,13720.0,984.0,119.66,516.0
0.01,2.0,3217.0,173.0,40.36,514.0
0.01,1.0,13720.0,991.0,189.68,2087.0
0.00585,4.0,14710.0,3308.0,158.6,1322.0
0.01001,3.0,7000.0,728.0,263.63,849.0
0.00601,1.0,1128.0,986.0,72.39,2386.0
0.00796,3.0,9810.0,4000.0,277.82,1200.0
0.00922,3.658,6964.0,2766.2,224.99,1454.0
0.00805,2.0,9800.0,999.0,279.86,907.0
0.0078,7.0,17650.0,1008.0,137.3,426.0
0.01,1.0,605.0,60.0,52.62,353.0
0.008,1.57,7850.0,3239.0,261.13,2073.0
0.00801,1.0,9810.0,2000.0,103.9,3780.0
0.0074,3.8,17660.0,4000.0,297.66,1174.0
0.008,0.97,9800.0,3989.0,259.82,2804.0
0.0151,2.366,5041.0,2230.0,211.04,2280.0
0.00811,5.0,15980.0,2501.6,247.6,860.0
0.01001,3.0,7000.0,1239.0,265.83,1042.0
0.01,1.0,10000.0,1031.0,113.44,3151.0
0.00607,0.79,12750.0,3198.0,300.75,1795.0
0.00796,3.0,17650.0,4000.0,266.45,1693.0
0.00581,1.0,5880.0,1499.0,198.9,2613.0
0.01075,4.0,15690.0,1519.0,219.28,895.0
0.00622,0.914,7030.0,2712.0,138.76,4264.0
0.008,5.03,12750.0,1603.0,222.39,589.0
0.00394,3.12,794.0,1320.0,66.13,658.0
0.0128,1.93,6895.0,1315.3,204.19,2138.8
0.00782,0.25,6860.0,2991.0,160.29,7937.0
0.00805,2.0,13720.0,1452.0,280.49,930.0
0.008,2.44,12750.0,3185.0,281.5,1217.0
0.00787,6.0,14710.0,1000.0,177.39,425.0
0.0151,3.178,4992.0,3070.0,183.52,2396.0
0.00585,6.0,14710.0,4992.0,219.22,1128.0
0.00607,0.79,12750.0,1008.0,279.56,1325.0
0.00776,2.08,3923.0,332.0,94.97,701.0
0.008,3.0,17550.0,2000.0,325.16,723.0
0.00799,3.0,9810.0,2002.0,163.23,1485.0
0.01,2.0,13720.0,899.0,110.15,1514.0
0.0082,5.34,9800.0,1500.0,99.98,904.0
0.01,1.0,12000.0,1193.0,130.49,3004.0
0.00545,2.511,9640.0,6354.2,295.85,1593.6
0.00782,0.25,5880.0,2991.0,179.68,7028.0
0.0134,3.658,19327.0,2050.4,338.41,898.6
0.008,0.79,12750.0,989.0,128.03,2443.0
0.0077,2.6,14710.0,1032.0,255.19,744.0
0.0128,1.93,6895.0,1328.9,203.08,2173.5
0.00578,2.0,9800.0,4997.0,280.43,1723.0
0.00581,1.0,13720.0,3353.0,117.76,4734.0
0.0051,2.6,9800.0,1986.0,167.3,1139.0
0.00811,4.0,6990.0,3994.9,185.93,1842.0
0.00998,1.0,8826.0,322.0,112.9,1436.0
0.00792,0.5,7840.0,2019.0,138.96,5559.0
0.00801,3.0,17650.0,4097.0,288.23,1702.0
0.00581,1.0,6860.0,1499.0,179.4,2690.0
0.0141,1.524,12442.0,2034.0,311.55,1258.7
0.00801,3.0,6860.0,501.0,140.24,689.0
0.01105,1.0,14710.0,962.0,302.22,1165.0
0.008,1.0,9810.0,980.0,140.12,2390.0
0.01,1.0,3158.0,945.0,125.9,3479.0
0.01,1.0,16000.0,915.0,124.44,2699.0
0.00805,15.0,13720.0,2008.0,229.6,259.0
0.01,2.0,2481.0,1064.0,120.14,2011.0
0.01,1.0,3275.0,368.0,58.74,1985.0
0.00585,6.0,13720.0,3370.0,259.58,609.0
0.008,1.57,17700.0,3989.0,275.82,2673.0
0.01001,3.0,11760.0,6887.0,230.78,3126.0
0.0104,1.75,13790.0,1763.0,302.93,1063.0
0.00996,0.96,2766.0,905.0,110.0,3487.0
0.00805,15.0,13720.0,1527.0,219.7,210.0
0.00805,10.94,13720.0,1011.0,199.8,213.0
0.00932,3.048,13961.9,2049.3,294.74,814.916
0.008,1.8,3000.0,3010.0,195.42,2553.0
0.01,1.25,3599.0,328.0,55.77,1524.0
0.00578,2.0,15690.0,3441.0,300.31,1300.0
0.01,4.966,9800.0,1833.0,209.54,928.0
0.008,0.78,7850.0,1599.0,200.49,3120.0
0.008,0.99,17650.0,2008.0,108.06,3900.0
0.008,1.645,15700.0,3444.4,338.57,1244.0
0.01105,1.0,7840.0,962.0,279.14,2091.0
0.01075,6.0,13720.0,1010.0,320.84,254.0
0.00585,6.0,6860.0,3349.0,178.94,921.0
0.00782,3.0,6960.0,4000.0,169.34,2307.0
0.00394,1.04,1824.0,775.0,46.3,1572.0
0.00785,1.0,7100.0,427.5,61.12,1814.0
0.008,1.57,12750.0,2731.0,309.66,1156.0
0.00811,1.0,14030.0,1993.5,326.23,1203.0
0.00801,3.0,13730.0,2000.0,229.5,1028.0
0.00607,0.79,12750.0,2708.0,260.1,2444.0
0.01,1.0,2511.0,498.0,69.98,2519.0
0.008,0.78,9800.0,1603.0,118.06,3951.0
0.0131,2.5,3275.0,502.0,40.78,1441.0
0.00805,15.0,9800.0,2002.0,222.3,272.0
0.0131,3.0,2305.0,404.0,46.11,972.0
0.0093,1.219,191.0,298.3,62.92,960.0
0.0131,1.5,2285.0,452.0,37.22,2064.0
0.0101,0.6,216.0,312.0,37.7,1648.0
0.0146,6.0,15690.0,555.0,239.81,408.0
0.00795,2.0,5880.0,985.0,99.43,1849.0
0.00394,3.12,1108.0,553.0,58.89,421.0
0.00581,1.0,11760.0,3353.0,238.96,2593.0
0.008,0.78,4900.0,2706.0,163.78,4423.0
0.0131,2.0,2452.0,418.0,34.59,1452.0
0.01,1.75,2373.0,302.0,57.6,989.0
0.00578,2.0,5880.0,1493.0,179.68,1524.0
0.00399,0.5,7840.0,4444.0,118.67,6758.0
0.01,2.0,8000.0,368.0,168.67,890.0
0.008,3.49,4900.0,999.0,233.36,735.0
0.008,0.243,490.0,4910.0,71.76,7885.0
0.00801,3.0,9810.0,1000.0,129.04,1025.0
0.008,1.57,14700.0,2696.0,250.07,1998.0
0.008,0.78,4900.0,1597.0,183.94,3804.0
0.00795,2.0,9800.0,1495.0,259.82,1221.0
0.0104,3.8,17660.0,1338.9,141.66,1081.0
0.0151,6.0,13720.0,508.0,158.07,477.0
0.0077,2.6,11760.0,2261.0,311.77,732.0
0.01105,1.0,11760.0,962.0,258.27,1775.0
0.00607,1.0,3040.0,1123.0,61.7,3276.0
0.01,2.5,892.0,225.0,42.05,531.0
0.0129,0.96,1491.0,208.0,51.59,1450.0
0.00785,1.0,5100.0,919.3,65.85,3370.0
0.011,6.0,17700.0,2106.0,301.7,642.0
0.01001,3.0,14000.0,6290.0,236.34,3260.0
0.0108,3.0,19620.0,2002.8,260.31,1245.0
0.00393,1.5,7100.0,1301.4,64.48,1830.0
0.0078,6.0,9810.0,3991.0,224.39,1130.0
0.01001,3.0,12000.0,478.0,301.65,397.0
0.008,1.75,7014.0,5015.0,202.66,3051.0
0.008,1.0,593.0,203.0,78.08,763.0
0.01075,4.0,13720.0,1519.0,179.38,992.0
0.01001,3.0,11760.0,3456.0,301.83,1053.0
0.00801,6.0,13730.0,501.0,193.87,230.0
0.01,2.0,1628.0,172.0,40.78,516.0
0.01,1.0,2059.0,514.0,69.89,2483.0
0.008,1.57,17700.0,1614.0,240.76,1494.0
0.00951,3.05,6870.0,2708.3,256.0,1476.0
0.00581,1.0,17650.0,3353.0,136.36,4670.0
0.008,0.78,7850.0,1603.0,188.32,3225.0
0.00922,3.658,6964.0,2793.4,213.4,1557.4
0.01,2.0,2638.0,633.0,87.21,1503.0
0.00785,1.0,9900.0,3946.0,275.87,2340.0
0.0131,1.75,2452.0,337.0,31.95,1462.0
0.00796,3.0,13730.0,2000.0,329.36,533.0
0.0131,1.5,3295.0,733.0,42.85,2966.0
0.008,1.6,14700.0,3163.0,270.51,1977.0
0.01,1.25,2285.0,490.0,76.7,2021.0
0.0141,1.524,11097.0,1623.1,302.53,1419.6
0.01,1.0,2216.0,160.0,32.36,1002.0
0.0151,3.177,5001.0,1540.0,249.38,1498.0
0.01075,4.0,6860.0,2804.0,240.1,1383.0
0.00801,3.0,17550.0,4008.0,255.18,1967.0
0.01,1.0,8000.0,1076.0,90.03,3366.0
0.008,0.78,4900.0,1611.0,110.58,4341.0
0.00811,2.0,14020.0,503.7,316.06,444.0
0.00802,1.57,7840.0,2206.0,255.13,1910.0
0.00805,2.0,11760.0,1452.0,299.7,889.0
0.00581,1.0,7840.0,1499.0,118.67,2964.0
0.0134,3.658,2560.0,2033.9,184.75,1649.0
0.008,1.57,12750.0,1620.0,270.26,1235.0
0.01075,4.0,5880.0,2017.0,200.02,1395.0
0.01,4.966,12000.0,5368.0,306.38,1258.0
0.0051,2.6,14710.0,2500.0,215.01,1163.0
0.01262,5.563,6792.0,1328.9,239.57,835.7
0.01075,5.0,15690.0,1010.0,280.71,425.0
0.008,2.54,17700.0,754.0,281.01,461.0
0.00998,2.5,6963.0,1151.0,196.69,1492.0
0.00796,1.0,9810.0,1000.0,284.9,1380.0
0.00799,1.0,6860.0,2002.0,194.6,3050.0
0.00795,2.0,9800.0,2004.0,37.4,2860.0
0.00803,3.0,13720.0,1021.0,260.19,612.0
0.008,1.57,4900.0,1601.0,99.66,3043.0
0.008,1.57,14700.0,3185.0,229.46,2529.0
0.00578,3.0,13720.0,1493.0,299.91,487.0
0.01,2.5,2834.0,1227.0,134.56,1767.0
0.0093,1.219,134.0,161.4,70.91,567.0
0.0108,1.0,11760.0,2745.0,156.43,4838.0
0.008,1.57,4900.0,1001.0,133.48,2127.0
0.0108,5.8,13720.0,1007.0,310.99,279.0
0.00775,1.008,6960.0,4000.0,153.12,4500.0
0.01,1.0,9800.0,676.0,117.82,2351.0
0.01001,3.0,5000.0,2630.0,161.99,2272.0
0.00393,1.5,7100.0,1450.3,65.19,1863.0
0.00811,4.0,16010.0,4005.1,247.0,1602.0
0.006,0.5,303.0,200.0,31.41,1047.0
0.00805,10.94,17650.0,1511.0,302.7,212.0
0.0078,6.0,9810.0,3985.0,284.9,850.0
0.0093,1.219,140.0,162.7,39.23,606.0
0.00578,3.0,19610.0,3335.0,261.04,1303.0
0.01,2.0,7000.0,2167.0,140.28,2724.0
0.008,0.393,2500.0,4784.0,90.23,9329.0
0.00801,1.0,17650.0,2000.0,135.41,3340.0
0.0126,1.83,6870.0,1980.6,253.55,2122.0
0.0078,7.0,17650.0,1502.0,117.6,624.0
0.00996,0.96,1187.0,173.0,39.9,1055.0
0.008,1.57,12750.0,1601.0,79.63,2504.0
0.0082,5.37,13720.0,2289.0,280.49,575.0
0.00811,4.0,7000.0,5033.2,186.27,2146.0
0.01001,4.966,19610.0,4303.0,263.12,1607.0
0.00811,5.0,7010.0,998.7,186.16,664.0
0.00782,0.25,9800.0,1504.0,179.5,5930.0
0.00558,0.432,7140.0,1012.0,208.53,4040.0
0.00787,3.0,14710.0,1519.0,281.71,679.0
0.00932,3.048,18029.8,2054.7,277.33,1081.616
0.00796,1.0,6860.0,4000.0,185.55,3970.0
0.00394,1.04,2422.0,918.0,58.78,1791.0
0.011,6.0,12750.0,1012.0,158.35,605.0
0.00578,2.0,13720.0,3441.0,300.99,1139.0
0.00778,6.0,7160.0,4017.0,116.01,1590.0
0.00811,3.0,5000.0,2997.7,164.07,2158.0
0.0082,5.37,13720.0,2268.0,319.89,431.0
0.008,1.57,7850.0,4979.0,247.16,2413.0
0.00795,2.0,17650.0,985.0,98.01,1314.0
0.0108,5.8,13720.0,1483.0,281.07,484.0
0.00803,4.0,9800.0,993.0,279.86,462.0
0.0131,2.5,3472.0,509.0,42.63,1469.0
0.008,2.44,14700.0,2685.0,276.51,1243.0
0.01,1.0,1157.0,171.0,34.61,1005.0
0.00393,1.5,7100.0,1821.5,65.43,2160.0
0.008,0.79,14700.0,1000.0,167.12,2034.0
0.00622,0.914,6895.0,1667.9,177.75,3085.2
0.0141,0.991,12407.0,2031.3,261.39,2643.6
0.008,2.51,4900.0,996.0,147.53,1416.0
0.0105,1.8,13790.0,678.0,304.53,694.0
0.00585,4.0,5880.0,3328.0,120.31,1582.0
0.0126,4.877,7024.0,3822.4,246.08,1667.1
0.0093,0.61,126.0,162.7,74.82,983.0
0.008,1.57,17700.0,2212.0,281.01,1573.0
0.00598,4.8,6903.0,1117.0,252.46,446.3
0.01075,6.0,11760.0,2027.0,279.51,560.0
0.00801,3.0,9810.0,500.0,219.14,523.0
0.0141,1.27,11029.0,2031.3,302.55,1548.9
0.00993,2.08,530.0,730.0,87.91,1080.0
0.008,3.5,1000.0,1002.0,112.0,735.0
0.00801,3.0,9810.0,2000.0,241.6,1041.0
0.00581,1.0,13720.0,3353.0,77.61,5354.0
0.00993,3.12,1236.0,163.0,107.65,284.0
0.00801,3.0,9810.0,1000.0,148.09,983.0
0.01,1.0,14000.0,598.0,96.73,2041.0
0.00607,0.79,9800.0,2209.0,237.46,2537.0
0.0108,3.0,14710.0,1508.0,321.16,614.0
0.00801,1.002,13730.0,501.0,274.45,880.0
0.008,1.645,15690.0,2858.0,336.1,1069.0
0.0102,2.438,6893.0,5220.6,246.34,2334.4
0.00801,3.0,17650.0,2000.0,237.71,1106.0
0.01,4.966,16000.0,1619.0,327.86,394.0
0.00845,1.04,7840.0,1685.0,246.01,2384.0
0.00805,10.94,13720.0,1016.0,97.7,302.0
0.0085,1.0,7850.0,2236.1,237.04,2651.0
0.008,1.57,9800.0,3185.0,198.8,2572.0
0.00394,1.04,1206.0,1157.0,61.23,1811.0
0.00796,3.0,6860.0,2000.0,222.95,1233.0
0.00811,3.0,2010.0,2016.0,113.28,1725.0
0.0077,2.6,14710.0,4638.9,301.68,1512.0
0.00578,3.0,14710.0,1493.0,300.05,484.0
0.00578,2.0,14710.0,1493.0,239.72,940.0
0.01001,3.0,9800.0,1659.0,209.76,1338.0
0.008,1.0,9810.0,980.0,197.77,2100.0
0.011,6.0,17700.0,1021.0,311.96,287.0
0.008,3.49,11770.0,2004.0,232.81,909.0
0.008,1.75,6958.0,6577.0,270.78,2380.0
0.0131,1.75,3295.0,708.0,45.72,2408.0
0.008,0.99,13730.0,2014.0,202.01,2860.0
0.008,0.4,2470.0,4987.0,39.57,11284.0
0.0108,3.0,17650.0,498.0,137.78,611.0
0.00574,0.625,3448.0,5247.7,83.33,7413.3
0.008,2.23,9800.0,4060.0,249.71,1707.0
0.00799,1.0,6860.0,2002.0,205.79,2960.0
0.00782,0.25,7840.0,2991.0,198.59,6668.0
0.01,2.0,17650.0,726.0,140.38,1099.0
0.0102,4.877,6893.0,1328.9,245.3,776.0
0.01075,4.0,5880.0,2017.0,219.03,1279.0
0.008,0.97,9800.0,4005.0,292.98,1985.0
0.0093,1.219,134.0,161.4,83.3,578.0
0.00798,1.65,17650.0,3811.0,279.99,2488.0
0.008,3.49,14710.0,2004.0,107.56,1458.0
0.00795,3.0,13730.0,3932.0,265.19,1611.0
0.008,3.49,9810.0,2004.0,280.9,807.0
0.00601,1.0,7100.0,1045.2,85.3,2780.0
0.00585,6.0,17660.0,3305.6,260.12,707.0
0.00798,6.0,12010.0,502.6,223.6,238.0
0.0146,6.0,15690.0,2028.0,331.28,554.0
0.008,1.57,4900.0,3202.0,169.77,3326.0
0.008,3.49,7850.0,1998.0,68.71,1777.0
0.00607,0.79,12750.0,2199.0,219.31,2676.0
0.00578,2.0,13720.0,5050.0,320.84,1335.0
0.01,2.0,18000.0,444.0,175.65,698.0
0.0152,1.627,5041.0,3830.0,194.29,3254.0
0.0108,5.8,11760.0,1004.0,300.77,296.0
0.01,2.0,16000.0,1721.0,335.33,756.0
0.01075,6.0,17650.0,992.0,260.24,380.0
0.00801,3.0,9810.0,2000.0,191.67,1289.0
0.00581,1.0,13720.0,1499.0,117.76,2421.0
0.00795,2.0,7840.0,985.0,118.2,1674.0
0.008,1.57,12750.0,1601.0,88.73,2453.0
0.00607,0.792,9800.0,2707.0,301.89,1800.0
0.0128,0.914,6895.0,3742.6,181.86,5047.4
0.00781,3.0,17650.0,1033.0,81.94,1045.0
0.00803,6.0,13630.0,1999.0,153.05,800.0
0.00811,3.0,15990.0,3020.5,337.61,758.0
0.01001,3.0,9800.0,558.0,205.98,724.0
0.00787,6.0,14710.0,1000.0,187.49,414.0
0.00607,0.79,12750.0,5013.0,268.25,3471.0
0.00998,1.5,6963.0,495.0,111.04,1548.0
0.00581,1.0,9800.0,3353.0,116.87,4440.0
0.01001,3.0,3000.0,2053.0,131.91,2063.0
0.008,1.57,12750.0,1007.0,254.1,1052.0
0.00801,6.0,9810.0,1002.0,76.9,610.0
0.00993,2.08,785.0,215.0,99.23,569.0
0.01,2.0,8000.0,2815.0,200.08,2434.0
0.0151,4.016,6463.0,1490.0,237.31,1162.0
0.00998,2.5,8924.0,964.0,130.98,1488.0
0.00807,0.778,7840.0,2216.0,191.38,3540.0
0.0077,1.65,17660.0,3277.8,288.51,2092.0
0.0152,2.456,5011.0,2930.0,264.08,1702.0
0.0152,2.367,6463.0,2200.0,235.51,1980.0
0.006,0.5,596.0,200.0,30.71,1205.0
0.00607,0.792,14710.0,3187.0,331.75,1420.0
0.0126,4.877,6834.0,1322.2,272.78,814.9
0.008,1.57,14700.0,2707.0,280.65,1642.0
0.01,2.0,17650.0,775.0,136.36,1182.0
0.01,1.0,14000.0,2004.0,207.29,3128.0
0.00996,0.96,814.0,318.0,49.28,1532.0
0.0151,4.019,5011.0,1510.0,191.37,1541.0
0.0108,1.0,6860.0,1993.0,199.77,3255.0
0.0123,0.616,206.0,100.0,91.32,812.9
0.01,2.0,13720.0,1960.0,193.78,1971.0
0.0128,1.93,6895.0,1789.9,45.91,3438.5
0.0108,2.0,5880.0,1495.0,158.51,2442.0
0.00999,0.6,932.0,257.0,41.14,1991.0
0.008,0.78,7850.0,1608.0,168.18,3457.0
0.00993,3.12,941.0,862.0,137.29,912.0
0.00811,3.0,4990.0,1252.5,163.92,1303.0
0.00578,3.0,15690.0,3335.0,220.38,1423.0
0.00581,1.0,14710.0,5030.0,116.61,7105.0
0.008,0.393,490.0,5088.0,31.83,8815.0
0.01001,3.0,19610.0,1141.0,348.23,421.0
0.0134,3.658,2594.0,2030.1,204.97,1491.3
0.008,3.49,7850.0,999.0,103.83,1024.0
0.00384,0.8,12750.0,5015.0,277.4,2522.0
0.01,2.0,15690.0,496.0,131.06,868.0
0.0024,0.5,3100.0,1834.0,51.19,3962.0
0.00799,3.0,13730.0,3999.0,300.88,1355.0
0.0074,3.8,17660.0,5750.0,253.2,2046.0
0.0093,1.219,112.0,92.2,92.12,362.0
0.00585,6.0,15690.0,4982.0,178.32,1318.0
0.0131,2.5,1314.0,632.0,40.74,1464.0
0.01262,3.658,6964.0,5125.7,270.4,1939.1
0.0151,3.179,6453.0,2220.0,270.35,1411.0
0.00801,3.0,17650.0,4000.0,304.78,1472.0
0.0077,2.1,13720.0,1528.0,301.35,802.0
0.00778,6.0,7160.0,3962.0,157.11,1400.0
0.0077,2.6,14710.0,2500.0,214.12,1500.0
0.008,0.78,9800.0,1599.0,118.06,4067.0
0.0108,3.0,5880.0,1001.0,219.03,1182.0
0.00795,3.0,9810.0,2040.0,188.72,1399.0
0.00998,1.5,7944.0,730.0,89.4,2034.0
0.00776,2.08,2550.0,653.0,122.44,1172.0
0.01001,3.0,11760.0,1169.0,221.62,955.0
0.00802,1.57,14710.0,2195.0,219.22,1980.0
0.01001,3.0,15690.0,752.0,242.81,625.0
0.008,0.99,13730.0,2008.0,282.7,1800.0
0.0151,6.0,13720.0,508.0,178.46,452.0
0.008,0.99,9810.0,1007.0,284.9,1460.0
0.00585,4.0,14710.0,4982.0,240.37,1456.0
0.00607,1.0,4021.0,1165.0,57.0,3444.0
0.00996,0.96,2373.0,1367.0,123.01,3963.0
0.00811,3.66,2010.0,754.7,113.05,782.0
0.008,2.44,17700.0,2690.0,249.96,1664.0
0.00585,5.0,19610.0,3359.0,280.86,789.0
0.00805,1.0,15690.0,3319.0,280.71,2756.0
0.0131,2.0,3168.0,404.0,34.59,1452.0
0.008,1.57,12750.0,2690.0,178.49,2714.0
0.0074,3.8,17650.0,4496.0,317.11,1174.0
0.00999,0.6,2462.0,402.0,53.51,3369.0
0.00607,0.792,14710.0,2707.0,214.12,3200.0
0.00795,2.0,9800.0,2804.0,197.9,2035.0
0.0082,5.37,14710.0,1500.0,279.75,453.0
0.00811,5.0,10000.0,2010.6,301.18,425.0
0.01,2.0,7000.0,5959.0,280.97,2302.0
0.01001,3.0,16000.0,754.0,244.36,626.0
0.01,1.0,13720.0,1419.0,120.61,3463.0
0.00581,1.0,7840.0,3353.0,139.9,4057.0
0.00622,0.91,10343.0,2658.0,216.45,3139.0
0.00394,2.08,2481.0,1000.0,59.71,1014.0
0.00805,10.94,17650.0,1016.0,137.3,285.0
0.00585,5.0,6860.0,4982.0,199.77,1257.0
0.0104,3.8,17660.0,675.0,119.85,744.0
0.00578,3.0,17650.0,4997.0,137.3,2744.0
0.00776,3.12,2854.0,710.0,141.31,836.0
0.01,1.0,9800.0,1645.0,120.43,4017.0
0.00998,1.0,7944.0,1138.0,96.32,3304.0
0.00558,1.727,7100.0,3845.0,251.67,2000.0
0.00781,3.0,17750.0,4020.0,297.63,1625.0
0.01075,6.0,15690.0,2014.0,339.68,348.0
0.01,2.0,15690.0,1946.0,144.76,2430.0
0.01,4.966,15690.0,566.0,326.47,220.0
0.00805,1.0,17650.0,2014.0,301.67,1732.0
0.00998,1.5,6963.0,1547.0,105.81,2964.0
0.00384,0.8,7850.0,4991.0,246.11,3052.0
0.008,0.79,14700.0,995.0,261.33,1454.0
0.00998,2.5,6963.0,459.0,81.73,995.0
0.008,0.78,7850.0,1599.0,79.73,4362.0
0.008,2.44,14700.0,1023.0,146.8,1019.0
0.008,0.5,397.0,200.0,60.48,1292.0
0.011,6.0,12750.0,2085.0,229.6,753.0
0.00795,2.0,9800.0,985.0,118.06,1488.0
0.0129,0.96,1353.0,413.0,84.24,2439.0
0.0108,3.0,14710.0,498.0,280.73,418.0
0.00993,3.12,2599.0,478.0,127.32,786.0
0.0077,2.6,14710.0,2200.0,301.68,756.0
0.0113,1.829,6895.0,680.7,270.87,1309.2
0.00803,4.0,17650.0,3324.0,322.14,902.0
0.00803,4.0,17650.0,2008.0,322.14,534.0
0.00801,3.0,6860.0,4000.0,254.26,1627.0
0.0128,1.93,5171.0,1329.0,182.75,2429.0
0.00811,2.0,6990.0,4997.9,276.48,2149.0
0.00799,3.0,13730.0,1007.0,274.45,555.0
0.008,0.79,7850.0,995.0,186.27,2644.0
0.01,2.0,14000.0,2234.0,205.5,2097.0
0.0095,1.84,15169.0,2686.5,285.56,1583.81
0.00607,0.79,14700.0,4975.0,323.15,2279.0
0.00578,3.0,15690.0,1493.0,219.28,689.0
0.00803,3.0,17550.0,1993.0,122.33,1698.0
0.01,4.966,16000.0,452.0,247.77,271.0
0.0128,1.93,7030.0,1257.0,118.95,2543.0
0.01,2.0,17650.0,1695.0,150.03,2152.0
0.008,0.78,9800.0,1599.0,172.38,3273.0
0.0104,3.8,17660.0,1013.9,200.75,689.0
0.00787,6.0,14710.0,1000.0,322.11,195.0
0.0108,1.0,15690.0,2757.0,220.38,4203.0
0.00622,0.914,7030.0,2861.0,185.03,3900.0
0.008,3.49,9810.0,2004.0,190.77,1183.0
0.00801,1.0,17650.0,500.0,135.41,1250.0
0.00795,2.0,17650.0,2787.0,178.0,2546.0
0.011,6.0,12750.0,2164.0,290.66,566.0
0.008,1.0,14727.0,1784.1,269.06,1944.9
0.00558,1.727,7490.0,3845.0,255.91,2020.0
0.0126,3.66,6870.0,1394.4,245.67,1140.0
0.00799,3.0,13730.0,2008.0,265.19,907.0
0.00805,2.0,15690.0,999.0,321.57,572.0
0.008,1.57,4900.0,4902.0,229.3,3060.0
0.00953,1.727,6964.0,2020.4,247.73,2027.8
0.01,1.0,15690.0,810.0,187.05,1948.0
0.01,2.5,1167.0,222.0,41.72,530.0
0.01001,3.0,10000.0,4638.0,287.22,1479.0
0.007,0.98,9930.0,3451.0,288.14,2334.0
0.0068,1.2,5880.0,3856.0,230.29,2919.0
0.01077,0.864,6930.0,1040.0,250.06,2830.0
0.00578,2.0,17650.0,5082.0,218.17,3001.0
0.008,0.78,2940.0,1623.0,196.03,3909.0
0.00578,3.0,7840.0,4976.0,199.49,2058.0
0.01,1.0,2059.0,277.0,51.71,1531.0
0.008,1.57,7850.0,1595.0,234.05,1889.0
0.01,2.0,17650.0,948.0,135.89,1375.0
0.00803,4.0,9800.0,2008.0,299.79,534.0
0.01,4.966,15690.0,4262.0,246.86,1632.0
0.00787,6.0,14710.0,1000.0,300.05,231.0
0.006,0.68,101.3,118.4,29.9,528.0
0.01,2.0,16000.0,637.0,192.33,889.0
0.00811,5.0,7020.0,4004.0,186.96,1514.0
